	FAR-F_01	FAR-F_02	FAR-F_03	FAR-F_04	FAR-F_05	FAR-F_06	FAR-F_07	FAR-F_08	FAR-F_09	FAR-F_10	ISH-B_01	ISH-B_02	ISH-B_03	ISH-B_04	ISH-B_05	ISH-B_06	ISH-B_07	ISH-B_08	ISH-B_09	ISH-B_10	ISH-B_11	ISH-B_12	ISH-B_13	ISH-B_14	ISH-B_15	ISH-B_16	ISH-B_17	ISH-B_18	KAR-B_01	KAR-B_02	KAR-B_03	KAR-B_04	KAR-B_05	KAR-B_06	KAR-B_07	KAR-B_08	KAR-B_09	KAR-B_10	KAR-B_11	KAR-B_12	KAR-B_13	KAR-B_14	KAR-B_15	KAR-B_16	KAR-B_17	KAR-B_18	KAR-B_19	KAR-B_20	KET-B_01	KET-B_02	KET-B_03	KET-B_04	KET-B_05	KET-B_06	KET-B_07	KET-B_08	KET-B_09	KET-B_10	KET-B_11	KET-B_12	KET-B_13	NAK-B_01	NAK-B_02	NAK-B_03	NAK-B_04	NAK-B_05	NAK-B_06	NAK-B_07	NAK-B_08	NAK-B_09	NAK-B_10	NAK-B_11	NAK-B_12	PGP_1-Blank	PGP_2-Blank	POL-BF_01	POL-BF_02	POL-BF_03	POL-BF_04	POL-BF_05	POL-BF_06	POL-BF_07	POL-BF_08	POL-BF_09	POL-BF_10	POL-BF_11	POL-BF_12	POL-BF_13	POL-BF_14	POL-BF_15	POL-BF_16	POL-BF_17	POL-BF_18	Pflavescens_01-WGS	Pfluviatilis_01-WGS	RAN-B_01	RAN-B_02	RAN-B_03	RAN-B_04	RAN-B_05	RAN-B_06	RAN-B_07	RAN-B_08	RAN-B_09	RAN-B_10	RAN-B_11	RAN-B_12	RAN-B_13	RAN-B_14	RAN-B_15	RAN-B_16	RAN-B_17	RAN-B_18	RAN-B_19	RAN-B_20	RAN-B_21	RAN-B_22	RAN-B_23	RAN-B_24	RAN-B_25	RAN-B_26	RAN-B_27	RAN-B_28	RAN-B_29	RAN-B_30	ROS-B_01	ROS-B_02	ROS-B_03	ROS-B_04	ROS-B_05	ROS-B_06	ROS-B_07	ROS-B_08	ROS-B_09	ROS-B_10	ROS-B_11	ROS-B_12	SJA-F_01	SJA-F_02	SJA-F_03	SJA-F_04	SJA-F_05	SJA-F_06	SJA-F_07	SJA-F_08	SJA-F_09	SJA-F_10	SJA-F_11	SJA-F_12	SON-F_01	SON-F_02	SON-F_03	SON-F_04	SON-F_05	SON-F_06	SON-F_07	SON-F_08	SON-F_09	SON-F_10	SON-F_11	SON-F_12	SON-F_13	TAN-F_01	TAN-F_02	TAN-F_03	TAN-F_04	TAN-F_05	TAN-F_06	TAN-F_07	TAN-F_08	TAN-F_09	TAN-F_10	TAN-F_11	TAN-F_12	TAN-F_13	TAN-F_14	TAN-F_15	TAN-F_16	TAN-F_17	TAN-F_18	TAN-F_19	TYB-F_01	TYB-F_02	TYB-F_03	TYB-F_04	TYB-F_05	TYB-F_06	TYB-F_07	TYB-F_08	TYB-F_09	TYB-F_10	TYB-F_11	TYB-F_12	TYB-F_13
Cluster: 0 Size: 239361	0.00012115591095920863	0.00012533370095353658	0.00020053392155680583	5.848906044904345e-05	0.00011280033085923902	-1.1449174941446927e-14	9.19113807437838e-05	3.342232023499647e-05	3.76001102566359e-05	6.684464050976668e-05	0.00016711160134201541	0.0001462226511220882	0.0001378670711018326	7.102243058278168e-05	0.00019217834148586854	0.00041777900331727014	0.00014622265111299826	0.00020888950164672793	0.0001880005514262595	0.00011280033086311092	7.520022059366582e-05	0.00011280033092428421	7.102243051601564e-05	0.00015457823121935166	0.00029244530229063925	5.8489060420288674e-05	3.342232023741121e-05	9.191138069865323e-05	6.684464054310113e-05	5.0133480375913475e-05	2.088895013413472e-05	4.595569035337199e-05	8.773359064458142e-05	3.3422320288648e-05	2.506674021479638e-05	3.3422320268719496e-05	2.9244530258973334e-05	8.77335906688953e-05	9.608917079137469e-05	6.266685050262955e-05	0.0002381340318460684	-4.871103520542874e-15	0.0001128003309124187	5.431127039744188e-05	9.608917078428314e-05	-1.1574075031717257e-14	5.8489060485833466e-05	0.00012533370099702956	9.191138073202931e-05	8.355580062353873e-05	6.266685051181664e-05	4.595569038036429e-05	5.848906043869062e-05	9.191138073071092e-05	4.177790029512296e-05	5.431127037716643e-05	3.760011032105659e-05	0.0001336892810010759	7.102243059367574e-05	7.10224305710827e-05	5.013348037012644e-05	6.266685045629161e-05	0.0001462226511710768	0.00019217834152611413	0.000321689832549224	0.00020471171160543755	6.684464048714589e-05	0.00012951149103054838	0.00012115591096838185	6.708500942254059e-19	5.431127039511041e-05	9.191138068311011e-05	0.0002088895016376935	-1.0261804155985849e-18	0.0	2.0888950159655972e-05	0.00010862254081855927	-3.2682190287403046e-14	5.013348037109788e-05	-3.92602617083071e-14	9.608917070456913e-05	3.76001103389173e-05	0.0001462226511265846	-2.017830347256222e-14	0.0001838227614558985	0.00015457823124190306	8.773359072959674e-05	9.191138073837146e-05	-8.049116928532385e-16	-1.6418886649577358e-17	9.608917073516965e-05	0.00014622265109889843	9.608917071406153e-05	0.9999999999999327	1.0000000000000193	8.355580065332047e-05	2.5066740199281012e-05	5.4311270405948964e-05	8.773359068661724e-05	2.0888950152370134e-05	2.506674021898747e-05	0.00013786707109693375	0.00020888950161239428	8.355580060739887e-05	0.00014204486113322812	7.520022055788889e-05	9.191138075267946e-05	0.00017546718139255235	0.00010862254087273815	5.013348035767806e-05	6.684464050510375e-05	0.00010026696077833352	9.608917073762602e-05	5.431127040275707e-05	2.9244530188071716e-05	0.00012951149100169645	0.00020053392161166472	0.00015875602127063404	5.848906050369418e-05	7.937801066773553e-05	0.00011280033089888786	0.00012951149099336978	7.520022054180453e-05	2.263467191454538e-14	0.00025902298199799445	0.00020471171159179569	5.01334804239445e-05	0.00010862254082276424	0.00012533370093328888	0.00020053392158982108	8.355580061053525e-05	0.00013368928102930333	0.0002506674019230881	0.00027573414217316183	0.00027573414218427794	0.00017128939133130572	4.595569038318148e-05	9.191138069829241e-05	-3.211320098728265e-14	6.684464055843609e-05	9.191138073727512e-05	-3.3709146585181315e-14	0.00024648961188653007	3.760011028622334e-05	0.0003300454126064639	5.848906041901192e-05	2.5066740165460843e-05	1.2533370117195908e-05	2.9244530231356536e-05	0.0003133342524624383	4.177790030662765e-05	0.00018382276145584298	0.0002297784517783369	0.00017546718133676364	0.00010026696076172181	0.00026737856211246636	0.00014622265115944721	0.0002548451919922451	0.00013786707105087337	9.608917073883338e-05	4.1777900304754145e-05	0.00015875602121608046	4.5955690378504666e-05	2.9244530188057838e-05	3.7600110313937285e-05	8.773359070873843e-05	2.5066740186902026e-05	2.9244530254560197e-05	2.9244530253436096e-05	0.00010862254080822031	8.35558006101883e-05	5.8489060497185497e-05	1.6711160102531042e-05	3.3422320224005264e-05	0.00012951149103661297	0.0002214228717160871	0.00010444475077749094	0.00015040044115026407	0.00033422320257517346	0.00021724508168953494	5.573319583618286e-14	0.00012533370095650642	0.0002882675122307804	0.0002506674019251559	0.0001754671813259806	-1.915134717478395e-14	4.59556903480568e-05	2.5066740172524637e-05	0.0001671116012937901	6.68446405223122e-05	7.937801058301164e-05	0.0004010678431029674	0.0001712893913253799	0.00010444475078105753
Cluster: 1 Size: 16801	0.9993452770668427	0.9994643176001303	0.9994643176001337	0.9992857568001828	0.9994643176001333	0.9992262365335193	0.9992262365335631	0.996845425867485	0.9989881554669019	0.9991667162668769	0.9995238378668272	0.999702398666727	0.9992262365335618	0.9995238378668194	0.9994643176001394	0.9996428784001298	0.9997023986667286	0.9994643176001454	0.99982143920001	0.9996428784000781	0.9992262365335458	0.9994643176001723	0.9989881554669091	0.999702398666747	0.9998809594667047	0.9996428784000614	0.9989881554669133	0.9994643176001246	0.9997023986667645	0.9986310338670217	0.997678709600592	0.9985715136003753	0.9994643176001143	0.9982143920004999	0.9973215880007306	0.9986905541336901	1.0000000000000304	0.9989286352002774	0.9994643176001802	0.9997023986667517	0.9998214392000462	0.9997619189334085	0.999523837866815	0.9986310338670129	0.9997619189334179	0.9996428784000841	0.9988095946670112	0.9992857568002058	0.9994643176001565	0.9990476757335602	0.9997619189334106	0.9995833581334652	0.9994047973334759	0.9993452770668538	0.998928635200256	0.9996428784000602	0.9988691149336565	0.9992857568001603	0.9994047973335205	0.9994047973335161	0.9995238378667743	0.9995238378667722	0.9992857568002163	0.9995833581334556	0.9996428784001306	0.9996428784001016	0.998095351467148	0.9995833581334516	0.9995833581334637	0.000714243199809544	0.9995833581334185	0.9992857568001585	0.9997619189334038	5.9520266650794773e-05	0.0	0.9980358312005204	0.9992857568001633	0.9996428784000786	0.9984524730670671	0.9997023986667216	0.9994047973334593	0.9993452770668766	0.9994047973334774	0.9997619189333735	0.9994643176001601	0.9994643176001735	0.9995833581334743	0.9992262365335531	0.9994643176001422	0.0007142431998095244	0.9994643176001282	0.9995833581334166	0.9996428784000622	1.0000000000000029	0.999523837866793	0.999583358133445	1.0000000000000036	0.9996428784000867	0.9997619189333982	0.9991071960002332	0.9986310338670483	0.9996428784001128	0.9996428784000895	0.9994643176001123	0.9998809594667097	0.9995833581334178	0.9993452770668726	0.999761918933416	0.9994643176001667	0.9994643176001207	0.99958335813343	0.999464317600138	0.9992857568001778	0.9995833581334251	0.9985715136003489	0.999345277066832	0.9998214392000763	0.9994047973335191	0.999404797333525	0.9998214392000805	0.9996428784001034	0.9997023986667288	0.9982143920004372	0.9998809594667057	0.9996428784000739	0.9994643176001353	0.9985119933337547	0.9997619189333744	0.9997619189333671	0.9997619189334194	0.999464317600115	0.9992857568001859	0.9997023986667268	0.9995238378668055	0.9996428784001221	0.9996428784000888	0.9995238378668159	0.9994643176001242	0.9996428784000662	0.9992857568002144	0.9994643176001615	0.9995833581334231	0.9995833581334095	0.9983334325337753	0.99964287840012	0.9993452770668142	0.9991071960002141	0.9969049461341777	0.9976787096006219	0.9997023986667479	0.9982143920004619	0.999583358133462	0.9996428784000775	0.9999404797333195	0.9995833581334237	0.9996428784001161	0.9996428784001022	0.9997023986667479	0.9993452770668187	0.9992857568001883	0.9981548717338051	0.999702398666733	0.9995833581334634	0.9973215880006779	0.9995833581334627	0.9994643176001637	0.9989286352002767	1.0000000000000258	0.9988095946670016	0.9997023986667097	0.9995833581334153	0.9996428784001257	0.9992857568001643	0.9995238378667589	0.9998214392000698	0.9998809594666861	0.9997023986667114	0.9997023986667247	0.9998809594666751	0.9997023986667392	0.9998214392000807	0.9994047973334816	0.9998214392000419	0.9994643176001273	0.9994643176001132	0.99964287840009	0.9979763109338655	0.9964287840009313	0.9996428784000843	0.9982143920004762	0.9994643176001089	0.9998214392000345	0.9995833581334325	0.9994643176001193
Cluster: 2 Size: 187	0.9786096256684491	0.9572192513368982	0.9786096256684493	0.9037433155080214	0.9625668449197862	0.9839572192513368	0.9358288770053473	0.588235294117647	0.8288770053475935	0.9625668449197865	0.8502673796791445	0.9304812834224598	0.9197860962566845	0.8288770053475937	0.9518716577540107	0.9786096256684491	0.898395721925134	0.9839572192513371	0.9679144385026738	0.8877005347593582	0.7540106951871655	0.877005347593583	0.9037433155080212	0.9465240641711234	0.9625668449197861	0.882352941176471	0.8395721925133693	0.9304812834224598	0.9037433155080217	0.39037433155080226	0.5187165775401068	0.711229946524064	0.8609625668449199	0.6791443850267378	0.6844919786096259	0.7914438502673794	0.06951871657754011	0.8342245989304813	0.919786096256684	0.8502673796791442	0.9679144385026738	0.9999999999999998	0.8663101604278077	0.7647058823529409	0.7967914438502672	0.9732620320855615	0.8235294117647056	0.9037433155080212	0.8502673796791442	0.8074866310160428	0.8930481283422455	0.9037433155080216	0.8449197860962567	0.9358288770053473	0.6951871657754011	0.8930481283422458	0.5668449197860962	0.8716577540106952	0.8663101604278071	0.8342245989304813	0.8983957219251336	0.9411764705882351	0.9679144385026738	0.9839572192513372	0.989304812834225	0.9839572192513371	0.7967914438502672	0.9786096256684494	0.9411764705882354	0.0	0.9411764705882346	0.8609625668449193	0.9839572192513373	-8.470329472543003e-22	0.0	0.6684491978609625	0.8449197860962565	0.9839572192513373	0.8342245989304813	0.9893048128342243	0.9197860962566847	0.8342245989304813	0.9839572192513366	0.9946524064171124	0.9037433155080211	0.9518716577540111	0.9037433155080211	0.893048128342246	0.9893048128342239	-1.3552527156068805e-20	0.9037433155080211	0.9304812834224602	0.9037433155080216	0.9197860962566845	1.0	0.957219251336899	0.304812834224599	0.93048128342246	0.9037433155080212	0.7272727272727268	0.7379679144385026	0.978609625668449	0.9786096256684489	0.9304812834224597	0.9572192513368986	0.8930481283422462	0.9197860962566844	0.9465240641711231	0.8983957219251335	0.754010695187166	0.8716577540106951	0.8877005347593583	0.9090909090909093	0.7754010695187165	0.695187165775401	0.9304812834224598	0.9732620320855617	0.9518716577540107	0.9358288770053476	0.9197860962566843	0.8877005347593582	0.9251336898395721	0.6203208556149733	0.9839572192513365	0.9946524064171115	0.9893048128342247	0.7165775401069516	0.9732620320855614	0.9411764705882355	0.9572192513368986	0.9572192513368988	0.871657754010695	0.9839572192513366	0.9839572192513373	0.9893048128342243	0.9999999999999998	0.8823529411764705	0.8877005347593584	0.989304812834224	0.9518716577540104	0.9465240641711231	1.0000000000000002	0.9839572192513366	0.6844919786096256	0.9893048128342246	0.9090909090909092	0.7593582887700535	0.6310160427807487	0.6577540106951871	0.9518716577540104	0.6470588235294118	0.925133689839572	0.9572192513368979	0.909090909090909	0.855614973262032	0.9304812834224601	0.8983957219251338	0.9518716577540105	0.9786096256684489	0.9465240641711228	0.26203208556149726	0.9304812834224602	0.8128342245989305	0.7593582887700533	0.8609625668449199	0.9411764705882354	0.4919786096256684	0.31550802139037437	0.6951871657754011	0.9572192513368981	0.957219251336898	0.8770053475935826	0.7700534759358291	0.802139037433155	0.9411764705882355	0.9732620320855613	0.9679144385026737	0.9625668449197857	0.9893048128342248	0.9625668449197856	1.0000000000000002	0.9144385026737966	0.957219251336899	0.9946524064171124	0.8983957219251337	0.9946524064171123	0.3689839572192514	0.3796791443850267	0.9465240641711228	0.7914438502673797	0.9037433155080217	0.9893048128342249	0.9518716577540112	0.9358288770053479
Cluster: 3 Size: 15	0.46666666666666673	0.33333333333333337	0.26666666666666666	0.19999999999999998	0.7333333333333334	0.7333333333333332	0.7333333333333334	0.06666666666666667	0.13333333333333336	0.26666666666666666	0.39999999999999997	0.33333333333333337	0.6	0.13333333333333336	0.7333333333333334	0.4666666666666667	0.39999999999999997	0.6	0.33333333333333337	0.2	0.2666666666666666	0.6	0.13333333333333333	0.4	0.33333333333333337	0.26666666666666666	0.06666666666666667	0.3333333333333333	0.6	0.06666666666666667	0.0	0.1333333333333333	0.39999999999999997	0.06666666666666667	0.06666666666666667	0.0	0.06666666666666667	0.4	0.4666666666666667	0.19999999999999996	0.4	0.6666666666666667	0.06666666666666667	-1.3877787807814457e-17	0.13333333333333336	0.4	0.06666666666666668	0.26666666666666666	0.3333333333333333	0.26666666666666666	0.33333333333333337	0.06666666666666667	0.06666666666666667	0.6	0.13333333333333333	0.13333333333333333	0.26666666666666666	0.5333333333333333	0.06666666666666667	0.4000000000000001	0.13333333333333333	0.26666666666666666	0.5333333333333334	0.39999999999999997	0.6000000000000001	0.46666666666666673	0.06666666666666668	0.26666666666666666	0.33333333333333337	0.0	0.2	0.33333333333333326	0.4666666666666666	0.0	0.0	0.1333333333333333	0.2	0.33333333333333326	0.2	0.9333333333333332	0.5333333333333332	0.2	0.3333333333333333	0.4666666666666667	0.26666666666666666	0.6666666666666667	0.2666666666666667	0.13333333333333336	0.7333333333333333	0.0	0.1333333333333333	0.19999999999999998	0.2666666666666666	1.0	1.0	0.4666666666666667	0.13333333333333333	0.4666666666666667	0.26666666666666666	0.4	0.26666666666666666	0.39999999999999997	0.46666666666666673	0.33333333333333326	0.3333333333333333	0.19999999999999998	0.3333333333333333	0.6666666666666666	-1.3877787807814457e-17	0.46666666666666656	0.6	0.7333333333333334	0.5333333333333334	0.33333333333333337	0.20000000000000004	0.5333333333333333	0.5333333333333332	0.6666666666666666	0.4666666666666666	0.33333333333333337	0.6666666666666666	0.2	0.13333333333333333	0.3333333333333333	0.5333333333333333	0.13333333333333336	0.2666666666666666	0.33333333333333337	0.5333333333333334	0.33333333333333326	0.2	0.19999999999999998	0.7333333333333333	0.8666666666666667	0.8	0.4	0.06666666666666667	0.7333333333333333	0.5333333333333333	0.26666666666666666	0.2666666666666666	0.5333333333333334	0.8	0.1333333333333333	0.4666666666666667	0.2666666666666667	0.06666666666666667	0.06666666666666668	0.2	0.5333333333333333	0.06666666666666667	0.06666666666666667	0.4666666666666666	0.7333333333333333	0.4	0.26666666666666666	0.3333333333333333	0.2	0.5333333333333332	0.33333333333333326	0.1333333333333333	0.33333333333333337	0.2	0.2	0.13333333333333336	0.39999999999999997	0.2	0.0	0.20000000000000004	0.6666666666666666	0.39999999999999997	0.6666666666666667	0.33333333333333337	0.13333333333333336	0.4666666666666667	0.6666666666666666	0.4666666666666667	0.6	0.7999999999999999	0.33333333333333337	0.4	0.8666666666666666	0.8666666666666666	0.8666666666666667	0.7333333333333334	0.4666666666666667	0.13333333333333336	0.06666666666666667	0.8666666666666668	0.13333333333333336	0.3333333333333333	0.6	0.3333333333333333	0.3999999999999999
Cluster: 4 Size: 24	0.625	0.45833333333333337	0.8333333333333333	0.2083333333333333	0.49999999999999994	0.625	0.4583333333333333	0.08333333333333334	0.125	0.4166666666666667	0.33333333333333326	0.375	0.4583333333333333	0.375	0.8333333333333334	0.75	0.4583333333333333	0.6666666666666665	0.75	0.16666666666666666	0.24999999999999994	0.4166666666666667	0.37499999999999994	0.625	0.4166666666666667	0.41666666666666663	0.20833333333333331	0.24999999999999994	0.41666666666666663	0.16666666666666663	0.12499999999999999	0.29166666666666663	0.12499999999999997	0.04166666666666666	0.04166666666666666	0.12499999999999999	1.3877787807814457e-17	0.20833333333333334	0.41666666666666663	0.33333333333333326	0.6666666666666666	0.6666666666666667	0.125	0.37499999999999994	0.20833333333333334	0.7083333333333333	0.16666666666666669	0.20833333333333331	0.08333333333333333	1.3877787807814457e-17	0.2916666666666667	0.33333333333333337	0.125	0.37499999999999994	0.08333333333333333	0.125	0.041666666666666664	0.3333333333333333	0.6666666666666666	0.20833333333333337	0.24999999999999997	0.20833333333333331	0.33333333333333326	0.6666666666666667	0.5833333333333333	0.6666666666666667	0.16666666666666669	0.41666666666666663	0.33333333333333326	6.776263578034403e-21	0.375	0.33333333333333337	0.5833333333333334	0.0	0.0	0.12499999999999999	0.12500000000000003	0.7083333333333333	0.5	0.625	0.25	0.16666666666666666	0.25000000000000006	0.5416666666666666	0.16666666666666663	0.5833333333333333	0.5	0.37500000000000006	0.625	0.0	0.5	0.625	0.625	0.9166666666666666	1.0	0.33333333333333326	6.938893903907228e-18	0.5833333333333333	0.16666666666666669	0.125	0.04166666666666668	0.625	0.7083333333333334	0.29166666666666663	0.7916666666666665	0.25	0.2916666666666667	0.45833333333333337	0.37499999999999994	0.29166666666666663	0.5833333333333333	0.8333333333333334	0.6666666666666666	0.5416666666666667	0.16666666666666669	0.7499999999999999	0.6666666666666667	0.6666666666666666	0.7083333333333333	0.5	0.4166666666666667	0.45833333333333337	0.16666666666666663	0.5416666666666666	0.75	0.5833333333333334	0.16666666666666666	0.6249999999999999	0.4166666666666667	0.45833333333333326	0.33333333333333337	0.29166666666666663	0.8333333333333334	0.7083333333333333	0.5416666666666667	0.5416666666666666	0.3749999999999999	0.25	0.41666666666666663	0.5833333333333333	0.5416666666666666	0.9166666666666667	0.6666666666666665	0.08333333333333333	0.6666666666666667	0.16666666666666669	0.16666666666666669	1.3877787807814457e-17	0.16666666666666669	0.7083333333333334	0.29166666666666663	0.33333333333333337	0.5416666666666666	0.625	0.5416666666666666	0.7916666666666666	0.29166666666666663	0.625	0.6666666666666665	0.29166666666666663	0.16666666666666666	0.5416666666666667	0.16666666666666663	0.08333333333333331	0.20833333333333331	0.4583333333333333	0.04166666666666667	0.08333333333333333	0.04166666666666667	0.5	0.0	0.08333333333333331	0.12500000000000003	0.16666666666666669	0.5416666666666666	0.6666666666666666	0.7083333333333333	0.7916666666666665	0.8333333333333334	0.7916666666666666	0.8749999999999999	0.7916666666666667	0.75	0.7083333333333334	0.5	0.8749999999999999	0.125	1.3877787807814457e-17	0.41666666666666663	0.16666666666666669	0.37499999999999994	0.7916666666666666	0.6666666666666666	0.25
Cluster: 5 Size: 38878	0.0001543289263861991	5.144297546298693e-05	0.00012860743864881452	0.00010288595091965946	0.00018005041411028877	0.00012860743864971658	0.0002057719018475207	0.00012860743865390767	0.00012860743865661384	0.0001028859509162039	0.0002314933895740806	0.00020577190184510596	0.00012860743865346358	0.0001028859509263208	7.716446318974113e-05	0.0005144297546140347	5.1442975459753404e-05	0.00028293636504150843	0.00033437934050124796	0.0001543289263860742	7.716446319762371e-05	0.00018005041411096878	0.0002572148773150179	0.0002314933895783411	0.0005401512423509891	0.00012860743865750202	0.00010288595092089459	0.00020577190184603578	0.00012860743865254765	2.5721487725657854e-05	2.5721487726601544e-05	2.5721487726587666e-05	0.00012860743865984736	7.716446319390446e-05	5.1442975460821994e-05	7.716446319604164e-05	0.00010288595091909047	2.5721487726865222e-05	0.00018005041411515987	5.14429754656931e-05	0.00046298677915394826	8.326672684688674e-17	0.00012860743865603097	5.1442975462001606e-05	0.00012860743865440727	0.00033437934049407314	0.00015432892638927997	0.0001800504141121484	0.00010288595092199093	5.144297546787191e-05	0.00010288595092160235	0.00010288595092471098	2.5721487732680015e-05	0.00030865785277818525	5.144297546584575e-05	0.0001028859509259461	5.144297546146037e-05	0.00012860743865864	7.716446318691006e-05	0.00012860743865043822	7.716446319264159e-05	0.00010288595092487751	0.0001800504141175885	0.0004372652914222952	0.00041154380369108623	0.00030865785277336966	0.00012860743865103497	5.1442975465137986e-05	0.0002314933895763427	-1.9786689647860456e-18	0.00018005041412334777	0.00010288595092830533	0.00043726529142811	-2.837560373301906e-19	0.0	5.1442975459253804e-05	5.144297546787191e-05	0.0002572148773054561	0.00012860743865748814	0.00018005041411640887	0.0001543289263897657	7.716446318993542e-05	0.00023149338957743903	0.00012860743865540647	0.0002572148773057892	0.00010288595091967334	0.0002829363650347222	0.00010288595091954844	0.00015432892638429785	-4.54009659728305e-18	0.00010288595092412811	0.00010288595092942943	0.0002829363650433264	-5.1736392947532295e-14	0.9999999999999992	7.716446319330772e-05	7.716446319487591e-05	5.14429754575052e-05	0.00012860743865558688	0.000154328926381897	2.5721487730112624e-05	0.00012860743865193702	0.00015432892638048146	0.0001286074386582653	0.00010288595093020658	0.00012860743865136803	0.00012860743865142354	0.0001800504141146464	0.00015432892638929385	0.0001543289263855746	0.00012860743865848734	0.00018005041411217615	0.00012860743864652469	0.00012860743865429625	7.716446319484815e-05	0.00028293636503357034	0.0004629867791496045	0.00020577190184010996	0.00010288595091911823	0.00010288595091900721	0.0002057719018507681	0.00025721487730630266	7.716446319262771e-05	0.0002572148773126587	0.00033437934050356555	0.00030865785276605606	0.00010288595092572406	0.00018005041411671419	0.0001028859509281943	0.0001800504141207665	0.00015432892639111184	0.00020577190184351002	0.00036010082823430267	0.0004887082668941362	0.0004887082668878079	0.0002314933895745941	0.00010288595092364239	0.00012860743865346358	0.00028293636504467257	0.00012860743865487911	5.144297546265386e-05	0.00020577190184961625	0.00043726529142726345	0.00010288595092192154	0.0004115438036936814	0.00023149338958448895	7.71644631901297e-05	7.71644631907542e-05	2.572148773345717e-05	0.000462986779156932	5.1442975464263685e-05	0.00023149338957538512	0.00043726529142283643	0.00025721487731292236	0.00018005041411418843	0.00038582231596039074	0.00018005041411893463	0.00036010082823358103	0.00023149338957856314	7.716446319101788e-05	0.00010288595092118602	0.00010288595091553776	0.00010288595092340647	5.144297546415266e-05	5.144297546073873e-05	0.000128607438652395	0.00010288595091900721	7.716446319670778e-05	0.00012860743865342195	0.00018005041411753298	0.0003086578527755207	0.00018005041411156553	6.480926906249351e-15	7.716446319491754e-05	0.00015432892638431173	0.00018005041411685296	0.00023149338958081134	0.00010288595092561303	0.0003858223159564078	0.0001800504141123288	0.0006173157055367889	0.00020577190184091487	0.0003343793404961687	0.000617315705537913	0.00020577190185161465	0.00030865785276600055	5.144297545665866e-05	2.572148773151428e-05	0.0003086578527634609	5.1442975461946094e-05	7.716446319568082e-05	0.0007973661196558346	0.00015432892637741447	7.716446318824233e-05
